questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,target_quest.started,target_quest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.358482000068761,None,space,2.5889850000385195,7.358482000068761,None,,,1,001,2022-03-21_17h36.36.988,TRY1,2022.1.1,60.04368781235241,
,,,,,,,,,,,,,,,,,,,9.983719100011513,None,,,,,,,
