questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,target_quest.started,target_quest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.302651799982414,None,space,1.2115507998969406,7.302651799982414,None,,,1,001,2022-03-21_17h28.48.755,TRY1,2022.1.1,60.081566712572176,
,,,,,,,,,,,,,,,,,,,8.561150099965744,None,,,,,,,
