questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,target_quest.started,target_quest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.186943600070663,None,space,0.4650579000590369,7.186943600070663,None,,,1,001,2022-03-21_17h43.04.828,TRY1,2022.1.1,60.02854961389262,
,,,,,,,,,,,,,,,,,,,7.694928499986418,None,,,,,,,
