questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.21338149998337,None,space,1.971312600071542,7.21338149998337,None,1,001,2022-03-21_17h33.13.007,TRY1,2022.1.1,59.96181630384726,
