questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,target_quest.started,target_quest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.1385539000621065,None,space,3.3582696000812575,7.1385539000621065,None,,,1,001,2022-03-21_17h26.17.878,TRY1,2022.1.1,60.031252242322374,
,,,,,,,,,,,,,,,,,,,10.547663099947385,None,,,,,,,
