questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.79495759983547,None,space,3.538498100126162,7.79495759983547,None,1,001,2022-04-03_13h40.35.065,TRY1,2022.1.1,60.001644043595135,
