questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,target_quest.started,target_quest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.792585799936205,None,space,1.6732311000814661,6.792585799936205,None,,,1,001,2022-03-21_17h42.17.803,TRY1,2022.1.1,59.99314875817976,
,,,,,,,,,,,,,,,,,,,8.504605100024492,None,,,,,,,
