questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,target_quest.started,target_quest.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.755959199974313,None,space,4.747974300058559,6.755959199974313,None,,,1,001,2022-03-21_17h26.43.416,TRY1,2022.1.1,59.99897999560382,
,,,,,,,,,,,,,,,,,,,11.550658300053328,None,,,,,,,
