image_2.started,image_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.096641900017858,None,12.042071899864823,None,space,1.098030400229618,12.042071899864823,None,,,1,001,2022-04-03_13h07.19.642,TRY1,2022.1.1,60.09434811738358,
,,,,,,,,13.167209209944122,None,,,,,,,
