image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.412061200011522,10.423255799803883,space,5.994351600063965,7.39047300000675,None,1,001,2022-04-02_20h51.59.812,TRY1,2022.1.1,59.94538973887508,
