questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.103233800036833,None,space,3.0121210999786854,6.088201000122353,None,,,,,,,,,,,,,1,001,2022-04-02_20h53.21.339,TRY1,2022.1.1,60.11548178205838,
,,,,,,,,,,,9.122983400011435,None,space,1.9597561999689788,9.122983400011435,None,,,,,,,1,001,2022-04-02_20h53.21.339,TRY1,2022.1.1,60.11548178205838,
,,,,,,,,,,,,,,,,,11.101045200135559,None,escape,1.017213299870491,11.101045200135559,None,1,001,2022-04-02_20h53.21.339,TRY1,2022.1.1,60.11548178205838,
