questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.416765599977225,None,lcmd,0.3772699001710862,9.416765599977225,None,1,001,2022-03-28_10h41.40.112,TRY1,2022.1.1,59.9609174974785,
