32.9588 	EXP 	target_word: height = 0.2
32.9588 	EXP 	target_word: height = 0.2
32.9588 	EXP 	target_word: text = 'לא'
32.9588 	EXP 	target_word: autoDraw = True
33.6422 	EXP 	New trial (rep=1, index=2): {'stim': 'whiteNoise', 'word': 'רעש', 'color': 'grey', 'sound_target': 'PinkNoise.wav'}
33.6590 	EXP 	target_word: autoDraw = False
33.6590 	EXP 	polygon: autoDraw = True
35.6581 	EXP 	polygon: autoDraw = False
35.6581 	EXP 	target_word: height = 0.2
35.6581 	EXP 	target_word: height = 0.2
35.6581 	EXP 	target_word: text = 'רעש'
35.6581 	EXP 	target_word: autoDraw = True
36.3422 	EXP 	New trial (rep=0, index=1): {'Question_stim': 'האם את גרה באשדוד?'}
36.3584 	EXP 	target_word: autoDraw = False
36.3584 	EXP 	target_quest: height = 0.05
36.3584 	EXP 	target_quest: height = 0.05
36.3584 	EXP 	target_quest: text = 'האם את גרה באשדוד?'
36.3584 	EXP 	target_quest: autoDraw = True
37.8463 	EXP 	Imported stim_words.xlsx as conditions, 3 conditions, 4 params
37.8469 	EXP 	Created sequence: fullRandom, trialTypes=3, nReps=2, seed=None
37.8471 	EXP 	New trial (rep=0, index=0): {'stim': 'no', 'word': 'לא', 'color': 'black', 'sound_target': 'NOhebYardenSHORT.wav'}
37.8584 	EXP 	target_quest: autoDraw = False
37.8584 	EXP 	polygon: autoDraw = True
39.8582 	EXP 	polygon: autoDraw = False
39.8582 	EXP 	target_word: height = 0.2
39.8582 	EXP 	target_word: height = 0.2
39.8582 	EXP 	target_word: text = 'לא'
39.8582 	EXP 	target_word: autoDraw = True
40.4727 	EXP 	window1: mouseVisible = True
