questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.322892699856311,None,escape,12.462096999865025,8.322892699856311,None,1,001,2022-03-28_10h28.42.492,TRY1,2022.1.1,59.99386864977875,
