0.9464 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.4911 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018DE9197AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018DEAE21130>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.4915 	EXP 	window1: mouseVisible = True
5.4916 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.4916 	EXP 	window1: recordFrameIntervals = False
5.6563 	EXP 	window1: recordFrameIntervals = True
5.8400 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
5.8401 	EXP 	window1: recordFrameIntervals = False
7.1314 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
7.1799 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
7.2000 	EXP 	Sound sound_1 set volume 1.000
7.2257 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Instructions_image.PNG', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='norm', win=Window(...))
7.2271 	EXP 	Created target_quest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='RTL', name='target_quest', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
7.2287 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.2302 	EXP 	Created target_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.2, italic=False, languageStyle='RTL', name='target_word', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
7.2303 	EXP 	Sound target_sound set volume 1.000
7.2382 	EXP 	Created how_much = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='how_much', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='1/30', units='norm', win=Window(...), wrapWidth=1)
7.2384 	EXP 	window1: mouseVisible = False
7.3069 	EXP 	image_2: autoDraw = True
7.3072 	EXP 	window1: mouseVisible = False
7.3548 	EXP 	window1: mouseVisible = False
7.3751 	EXP 	window1: mouseVisible = False
7.3922 	EXP 	window1: mouseVisible = False
7.4111 	EXP 	window1: mouseVisible = False
7.4256 	EXP 	window1: mouseVisible = False
7.4418 	EXP 	window1: mouseVisible = False
7.4583 	EXP 	window1: mouseVisible = False
7.4752 	EXP 	window1: mouseVisible = False
7.4908 	EXP 	window1: mouseVisible = False
7.5087 	EXP 	window1: mouseVisible = False
7.5262 	EXP 	window1: mouseVisible = False
7.5443 	EXP 	window1: mouseVisible = False
7.5593 	EXP 	window1: mouseVisible = False
7.5814 	EXP 	window1: mouseVisible = False
7.5966 	EXP 	window1: mouseVisible = False
7.6100 	EXP 	window1: mouseVisible = False
7.6269 	EXP 	window1: mouseVisible = False
7.6429 	EXP 	window1: mouseVisible = False
7.6600 	EXP 	window1: mouseVisible = False
7.6763 	EXP 	window1: mouseVisible = False
7.6923 	EXP 	window1: mouseVisible = False
7.7091 	EXP 	window1: mouseVisible = False
7.7257 	EXP 	window1: mouseVisible = False
7.7428 	EXP 	window1: mouseVisible = False
7.7592 	EXP 	window1: mouseVisible = False
7.7756 	EXP 	window1: mouseVisible = False
7.7921 	EXP 	window1: mouseVisible = False
7.8088 	EXP 	window1: mouseVisible = False
7.8256 	EXP 	window1: mouseVisible = False
7.8422 	EXP 	window1: mouseVisible = False
7.8589 	EXP 	window1: mouseVisible = False
7.8761 	EXP 	window1: mouseVisible = False
7.8930 	EXP 	window1: mouseVisible = False
7.9087 	EXP 	window1: mouseVisible = False
7.9257 	EXP 	window1: mouseVisible = False
7.9424 	EXP 	window1: mouseVisible = False
7.9590 	EXP 	window1: mouseVisible = False
7.9755 	EXP 	window1: mouseVisible = False
7.9927 	EXP 	window1: mouseVisible = False
8.0091 	EXP 	window1: mouseVisible = False
8.0256 	EXP 	window1: mouseVisible = False
8.0431 	EXP 	window1: mouseVisible = False
8.0586 	EXP 	window1: mouseVisible = False
8.0759 	EXP 	window1: mouseVisible = False
8.0921 	EXP 	window1: mouseVisible = False
8.1090 	EXP 	window1: mouseVisible = False
8.1254 	EXP 	window1: mouseVisible = False
8.1424 	EXP 	window1: mouseVisible = False
8.1587 	EXP 	window1: mouseVisible = False
8.1757 	EXP 	window1: mouseVisible = False
8.1923 	EXP 	window1: mouseVisible = False
8.2089 	EXP 	window1: mouseVisible = False
8.2263 	EXP 	window1: mouseVisible = False
8.2424 	EXP 	window1: mouseVisible = False
8.2590 	EXP 	window1: mouseVisible = False
8.2758 	EXP 	window1: mouseVisible = False
8.2919 	EXP 	window1: mouseVisible = False
8.3087 	EXP 	window1: mouseVisible = False
8.3259 	EXP 	window1: mouseVisible = False
8.3421 	EXP 	window1: mouseVisible = False
8.3591 	EXP 	window1: mouseVisible = False
