questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,image_2.started,image_2.stopped,polygon.started,polygon.stopped,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.87753099994734,None,11.872836299939081,None,15.863577599870041,17.864197500050068,escape,3.3673271001316607,15.863577599870041,None,1,001,2022-04-02_20h47.38.738,TRY1,2022.1.1,60.0011040566614,
