questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,Question_stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stim,word,color,sound_target,image_2.started,image_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,image.started,image.stopped,target_quest.started,target_quest.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.8540058000944555,None,11.823249700013548,None,space,1.200238699791953,11.823249700013548,None,,,,,,,,,1,001,2022-04-03_13h08.40.917,TRY1,2022.1.1,60.012338574871855,
,,,,,,,,,,,,,,,,,,,,,13.055128840147518,None,14.055575500009581,None,22.086678200168535,None,24.072973100002855,None,,,,,,,
